date,region,produit,division_code,categorie,unite,prix_moyen
Septembre 2023,THIÈS,Huile végétale raffinée,D01,Alimentaire,litre,"1360,2"
2023-10-01,Thiès ,Huile végétale raffinée,D01,Alimentaire,litre,1328.5
01/11/2023,THIÈS,Huile végétale raffinée,D01,Alimentaire,litre,1271.9
2023-12-01,Thiès ,Huile végétale raffinée,D01,Alimentaire,litre,
2024-01-01,Thiès ,Huile végétale raffinée,D01,Alimentaire,litre,1238.5
01/02/2024,thiès,Huile végétale raffinée,D01,Alimentaire,litre,1224.1
2024-03-01,thiès,Huile végétale raffinée,D01,Alimentaire,litre,"1265,1"
Avril 2024,thiès,Huile végétale raffinée,D01,Alimentaire,litre,1332.9
Mai 2024,thiès,Huile végétale raffinée,D01,Alimentaire,litre,1392.6
01/06/2024,Thiès ,Huile végétale raffinée,D01,Alimentaire,litre,"1359,4"
2024-07-01,thiès,Huile végétale raffinée,D01,Alimentaire,litre,1388.5
01/08/2024,THIÈS,Huile végétale raffinée,D01,Alimentaire,litre,1368.2
Septembre 2024,THIÈS,Huile végétale raffinée,D01,Alimentaire,litre,1356.0
2024-10-01,thiès,Huile végétale raffinée,D01,Alimentaire,litre,1311.3
Novembre 2024,thiès,Huile végétale raffinée,D01,Alimentaire,litre,1269.9
2024-12-01,thiès,Huile végétale raffinée,D01,Alimentaire,litre,1268.8
2025-01-01,thiès,Huile végétale raffinée,D01,Alimentaire,litre,1221.7
01/02/2025,thiès,Huile végétale raffinée,D01,Alimentaire,litre,"1255,2"
01/03/2025,THIÈS,Huile végétale raffinée,D01,Alimentaire,litre,"1263,7"
2025-04-01,THIÈS,Huile végétale raffinée,D01,Alimentaire,litre,1334.6
Mai 2025,THIÈS,Huile végétale raffinée,D01,Alimentaire,litre,1412.5
Juin 2025,Thiès ,Huile végétale raffinée,D01,Alimentaire,litre,1435.2
01/07/2025,thiès,Huile végétale raffinée,D01,Alimentaire,litre,1448.2
01/08/2025,Thiès ,Huile végétale raffinée,D01,Alimentaire,litre,1429.8
2025-09-01,THIÈS,Huile végétale raffinée,D01,Alimentaire,litre,1443.8
01/10/2025,THIÈS,Huile végétale raffinée,D01,Alimentaire,litre,1333.1
2025-11-01,THIÈS,Huile végétale raffinée,D01,Alimentaire,litre,1282.9
2025-12-01,thiès,Huile végétale raffinée,D01,Alimentaire,litre,1252.5
Janvier 2026,thiès,Huile végétale raffinée,D01,Alimentaire,litre,"1223,6"
01/02/2026,THIÈS,Huile végétale raffinée,D01,Alimentaire,litre,"1250,3"
Mars 2026,thiès,Huile végétale raffinée,D01,Alimentaire,litre,1329.5
2026-04-01,THIÈS,Huile végétale raffinée,D01,Alimentaire,litre,1407.7
01/05/2026,thiès,Huile végétale raffinée,D01,Alimentaire,litre,1458.6
2018-01-01,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,"951,6"
2018-02-01,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,998.7
Mars 2018,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,"977,9"
01/04/2018,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,983.3
01/05/2018,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1066.0
Juin 2018,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1020.5
Juillet 2018,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,"1042,5"
2018-08-01,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,"1052,9"
01/09/2018,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1012.1
Octobre 2018,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,"978,9"
2018-11-01,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,933.5
Décembre 2018,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,941.2
01/01/2019,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,970.2
2019-02-01,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,967.9
Mars 2019,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,979.1
Avril 2019,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1002.5
2019-05-01,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1039.5
Juin 2019,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1081.4
Juillet 2019,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,"1079,9"
01/08/2019,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,"1038,8"
01/09/2019,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,981.8
2019-10-01,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1003.4
01/11/2019,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,950.5
Décembre 2019,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,966.0
Janvier 2020,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,
01/02/2020,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,969.9
2020-03-01,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1024.6
Avril 2020,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1108.3
Mai 2020,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1107.5
2020-06-01,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,
Juillet 2020,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,"1120,0"
2020-08-01,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1055.2
Septembre 2020,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1039.1
Octobre 2020,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,"977,0"
01/11/2020,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,"1034,2"
01/12/2020,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1013.1
2021-01-01,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1000.7
2021-02-01,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1016.3
2021-03-01,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1014.1
Avril 2021,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1079.8
01/05/2021,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1158.5
2021-06-01,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1142.6
01/07/2021,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1127.4
Août 2021,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,
01/09/2021,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1124.8
Octobre 2021,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1060.2
2021-11-01,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,"997,6"
2021-12-01,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,
01/01/2022,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1021.3
01/02/2022,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1080.4
Mars 2022,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,"1137,1"
Avril 2022,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1175.9
2022-05-01,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1258.9
Juin 2022,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,"1277,7"
2022-07-01,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1315.6
01/08/2022,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1272.0
Septembre 2022,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1336.1
Octobre 2022,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1218.2
2022-11-01,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1187.2
01/12/2022,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,
Janvier 2023,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,
2023-02-01,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1156.7
Mars 2023,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,"1248,1"
01/04/2023,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,"1240,5"
2023-05-01,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1338.8
2023-06-01,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1326.1
Juillet 2023,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1355.6
01/08/2023,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1364.5
Septembre 2023,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1380.3
01/10/2023,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1258.6
01/11/2023,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1253.9
Décembre 2023,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1193.6
Janvier 2024,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1181.1
2024-02-01,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1208.2
Mars 2024,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1284.9
2024-04-01,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1295.2
Mai 2024,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1407.9
2024-06-01,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1382.4
01/07/2024,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,
2024-08-01,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1344.4
Septembre 2024,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,"1303,4"
Octobre 2024,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1312.6
Novembre 2024,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1223.2
01/12/2024,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1186.6
Janvier 2025,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1202.1
2025-02-01,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1260.6
01/03/2025,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1317.4
Avril 2025,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1370.4
01/05/2025,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1391.7
2025-06-01,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1402.3
01/07/2025,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1432.0
01/08/2025,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1361.1
Septembre 2025,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1314.7
Octobre 2025,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1344.7
01/11/2025,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1279.7
Décembre 2025,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1258.5
2026-01-01,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1225.3
2026-02-01,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1262.2
01/03/2026,saint-louis,Huile végétale raffinée,D01,Alimentaire,litre,1331.7
Avril 2026,SAINT-LOUIS,Huile végétale raffinée,D01,Alimentaire,litre,1375.2
Mai 2026,Saint-Louis ,Huile végétale raffinée,D01,Alimentaire,litre,1399.2
01/01/2018,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,919.5
2018-02-01,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,945.1
Mars 2018,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,958.3
01/04/2018,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,997.1
2018-05-01,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1081.9
01/06/2018,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1047.2
Juillet 2018,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1051.8
2018-08-01,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1011.7
01/09/2018,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1019.1
2018-10-01,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,982.4
Novembre 2018,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,956.0
2018-12-01,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,
Janvier 2019,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,956.0
Février 2019,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,977.0
Mars 2019,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,986.0
01/04/2019,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1010.2
Mai 2019,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,1059.1
2019-06-01,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1037.5
2019-07-01,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,"1041,1"
2019-08-01,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1038.5
2019-09-01,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,976.3
01/10/2019,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,996.1
01/11/2019,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,934.8
Décembre 2019,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,"929,5"
2020-01-01,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,"950,7"
01/02/2020,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,975.2
Mars 2020,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,999.0
2020-04-01,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1040.9
Mai 2020,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,1073.3
01/06/2020,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1084.9
01/07/2020,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1078.2
2020-08-01,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1100.1
2020-09-01,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,1002.7
Octobre 2020,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,
Novembre 2020,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,975.2
01/12/2020,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,976.3
01/01/2021,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,949.4
01/02/2021,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,988.1
01/03/2021,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,1028.5
Avril 2021,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,1090.9
01/05/2021,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1108.7
2021-06-01,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1095.7
2021-07-01,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,1111.9
Août 2021,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1126.2
Septembre 2021,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1052.1
2021-10-01,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1043.8
2021-11-01,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,1018.0
2021-12-01,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,995.8
01/01/2022,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,"1087,8"
01/02/2022,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1057.9
2022-03-01,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1125.2
2022-04-01,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1151.8
2022-05-01,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,1233.7
01/06/2022,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1278.1
2022-07-01,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,1253.7
01/08/2022,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1260.3
2022-09-01,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,"1218,0"
Octobre 2022,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,"1185,6"
Novembre 2022,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1215.3
01/12/2022,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,1138.0
Janvier 2023,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,1096.1
01/02/2023,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1221.3
2023-03-01,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1202.3
2023-04-01,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1263.7
2023-05-01,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1357.2
Juin 2023,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,1338.4
Juillet 2023,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1340.8
01/08/2023,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1295.0
2023-09-01,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1256.9
2023-10-01,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,1262.5
01/11/2023,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1247.5
2023-12-01,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,1200.0
2024-01-01,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1172.3
2024-02-01,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1207.5
01/03/2024,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1199.0
2024-04-01,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1299.9
Mai 2024,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1331.1
01/06/2024,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1403.4
2024-07-01,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1352.4
2024-08-01,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1308.5
Septembre 2024,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,"1303,1"
01/10/2024,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1263.9
Novembre 2024,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,"1256,2"
Décembre 2024,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1201.4
Janvier 2025,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,"1167,8"
Février 2025,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,
Mars 2025,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,1272.7
Avril 2025,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,"1349,6"
Mai 2025,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1358.3
2025-06-01,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1405.7
01/07/2025,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1416.2
Août 2025,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1379.1
Septembre 2025,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,1322.4
2025-10-01,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1317.9
2025-11-01,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,1317.1
2025-12-01,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1254.1
Janvier 2026,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,1221.8
01/02/2026,Diourbel ,Huile végétale raffinée,D01,Alimentaire,litre,"1225,4"
01/03/2026,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1282.0
2026-04-01,DIOURBEL,Huile végétale raffinée,D01,Alimentaire,litre,1329.0
2026-05-01,diourbel,Huile végétale raffinée,D01,Alimentaire,litre,1371.1
Janvier 2018,kaolack,Huile végétale raffinée,D01,Alimentaire,litre,959.2
2018-02-01,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,908.1
2018-03-01,kaolack,Huile végétale raffinée,D01,Alimentaire,litre,980.5
2018-04-01,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,1009.7
2018-05-01,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,"1010,2"
01/06/2018,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,1068.3
Juillet 2018,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,"1037,9"
2018-08-01,kaolack,Huile végétale raffinée,D01,Alimentaire,litre,1029.4
01/09/2018,kaolack,Huile végétale raffinée,D01,Alimentaire,litre,1046.3
2018-10-01,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,997.4
01/11/2018,kaolack,Huile végétale raffinée,D01,Alimentaire,litre,962.2
2018-12-01,kaolack,Huile végétale raffinée,D01,Alimentaire,litre,943.7
01/01/2019,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,"943,2"
01/02/2019,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,1001.1
01/03/2019,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,1006.4
2019-04-01,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,1007.6
2019-05-01,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,1021.8
2019-06-01,kaolack,Huile végétale raffinée,D01,Alimentaire,litre,1079.6
Juillet 2019,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,1065.9
2019-08-01,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,1020.3
01/09/2019,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,1030.7
01/10/2019,kaolack,Huile végétale raffinée,D01,Alimentaire,litre,984.7
01/11/2019,kaolack,Huile végétale raffinée,D01,Alimentaire,litre,"973,2"
2019-12-01,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,956.4
01/01/2020,kaolack,Huile végétale raffinée,D01,Alimentaire,litre,952.9
Février 2020,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,996.9
Mars 2020,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,1006.2
2020-04-01,kaolack,Huile végétale raffinée,D01,Alimentaire,litre,1043.9
01/05/2020,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,1074.1
2020-06-01,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,1131.0
Juillet 2020,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,1100.2
01/08/2020,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,1117.8
Septembre 2020,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,1095.3
Octobre 2020,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,1008.3
2020-11-01,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,936.5
01/12/2020,kaolack,Huile végétale raffinée,D01,Alimentaire,litre,998.6
01/01/2021,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,981.1
2021-02-01,kaolack,Huile végétale raffinée,D01,Alimentaire,litre,990.9
Mars 2021,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,1029.0
01/04/2021,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,1070.1
2021-05-01,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,1141.6
01/06/2021,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,1137.4
Juillet 2021,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,"1163,6"
01/08/2021,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,1129.0
Septembre 2021,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,1082.3
Octobre 2021,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,1048.0
01/11/2021,kaolack,Huile végétale raffinée,D01,Alimentaire,litre,1040.3
Décembre 2021,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,1030.5
01/01/2022,kaolack,Huile végétale raffinée,D01,Alimentaire,litre,1063.5
01/02/2022,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,1072.1
Mars 2022,kaolack,Huile végétale raffinée,D01,Alimentaire,litre,1130.6
2022-04-01,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,1195.6
Mai 2022,kaolack,Huile végétale raffinée,D01,Alimentaire,litre,"1223,9"
01/06/2022,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,1240.4
01/07/2022,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,1261.0
Août 2022,KAOLACK,Huile végétale raffinée,D01,Alimentaire,litre,1268.5
01/09/2022,Kaolack ,Huile végétale raffinée,D01,Alimentaire,litre,1269.6
