date,region,zone,division_code,division,ponderation,indice
Juillet 2018,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.47
01/08/2018,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.66
Septembre 2018,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.24
Octobre 2018,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.45
01/11/2018,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,84.78
2018-12-01,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,84.67
2019-01-01,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,84.97
Février 2019,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.46
Mars 2019,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.62
01/04/2019,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.82
01/05/2019,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.9
2019-06-01,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.31
Juillet 2019,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,
01/08/2019,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.46
2019-09-01,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.16
2019-10-01,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.79
2019-11-01,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.2
Décembre 2019,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,85.2
2020-01-01,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.28
01/02/2020,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,86.64
2020-03-01,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.04
Avril 2020,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.18
01/05/2020,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.92
Juin 2020,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.41
2020-07-01,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.17
01/08/2020,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.25
01/09/2020,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.01
01/10/2020,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.6
2020-11-01,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.06
2020-12-01,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.02
Janvier 2021,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.48
Février 2021,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,87.81
01/03/2021,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.19
Avril 2021,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,88.72
2021-05-01,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.27
01/06/2021,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.75
Juillet 2021,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.78
2021-08-01,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.75
Septembre 2021,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.67
Octobre 2021,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.18
01/11/2021,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.28
Décembre 2021,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,89.09
Janvier 2022,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,90.64
01/02/2022,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,91.82
2022-03-01,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,92.62
01/04/2022,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,93.91
Mai 2022,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,95.51
01/06/2022,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,96.55
Juillet 2022,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,97.3
Août 2022,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,97.79
2022-09-01,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,98.39
Octobre 2022,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,98.76
Novembre 2022,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,98.96
01/12/2022,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,97.42
2023-01-01,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,97.05
Février 2023,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,98.02
2023-03-01,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,98.77
Avril 2023,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.45
2023-05-01,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.01
2023-06-01,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.88
01/07/2023,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.17
2023-08-01,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.37
Septembre 2023,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.16
01/10/2023,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.37
Novembre 2023,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.55
Décembre 2023,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.74
Janvier 2024,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,98.92
2024-02-01,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.42
Mars 2024,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.86
Avril 2024,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.27
01/05/2024,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.8
2024-06-01,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.12
Juillet 2024,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.6
Août 2024,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.29
2024-09-01,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.46
Octobre 2024,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.68
Novembre 2024,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.93
2024-12-01,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.94
01/01/2025,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.65
Février 2025,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,99.98
Mars 2025,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.87
Avril 2025,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.34
Mai 2025,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,102.13
2025-06-01,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,102.85
2025-07-01,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,103.0
2025-08-01,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,103.32
Septembre 2025,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,103.49
Octobre 2025,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,103.86
2025-11-01,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,104.0
Décembre 2025,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,102.21
2026-01-01,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,100.13
01/02/2026,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,101.08
01/03/2026,THIÈS,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,102.0
2026-04-01,Thiès ,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,102.23
01/05/2026,thiès,Centre-Ouest,D05,"Meubles, articles de ménage et entretien courant",51,103.08
2018-01-01,Thiès ,Centre-Ouest,D06,Santé,42,88.06
01/02/2018,Thiès ,Centre-Ouest,D06,Santé,42,88.44
01/03/2018,thiès,Centre-Ouest,D06,Santé,42,88.52
01/04/2018,THIÈS,Centre-Ouest,D06,Santé,42,88.61
01/05/2018,Thiès ,Centre-Ouest,D06,Santé,42,88.77
2018-06-01,THIÈS,Centre-Ouest,D06,Santé,42,88.84
Juillet 2018,Thiès ,Centre-Ouest,D06,Santé,42,88.98
2018-08-01,THIÈS,Centre-Ouest,D06,Santé,42,88.8
01/09/2018,Thiès ,Centre-Ouest,D06,Santé,42,88.74
2018-10-01,Thiès ,Centre-Ouest,D06,Santé,42,88.64
Novembre 2018,THIÈS,Centre-Ouest,D06,Santé,42,88.28
2018-12-01,Thiès ,Centre-Ouest,D06,Santé,42,88.15
2019-01-01,THIÈS,Centre-Ouest,D06,Santé,42,88.45
2019-02-01,thiès,Centre-Ouest,D06,Santé,42,88.54
01/03/2019,Thiès ,Centre-Ouest,D06,Santé,42,88.6
Avril 2019,thiès,Centre-Ouest,D06,Santé,42,89.16
2019-05-01,Thiès ,Centre-Ouest,D06,Santé,42,89.5
01/06/2019,THIÈS,Centre-Ouest,D06,Santé,42,89.6
Juillet 2019,thiès,Centre-Ouest,D06,Santé,42,89.24
2019-08-01,thiès,Centre-Ouest,D06,Santé,42,89.5
Septembre 2019,THIÈS,Centre-Ouest,D06,Santé,42,89.45
01/10/2019,Thiès ,Centre-Ouest,D06,Santé,42,89.0
Novembre 2019,THIÈS,Centre-Ouest,D06,Santé,42,88.89
Décembre 2019,THIÈS,Centre-Ouest,D06,Santé,42,88.48
2020-01-01,Thiès ,Centre-Ouest,D06,Santé,42,89.47
01/02/2020,Thiès ,Centre-Ouest,D06,Santé,42,89.51
Mars 2020,THIÈS,Centre-Ouest,D06,Santé,42,89.98
01/04/2020,Thiès ,Centre-Ouest,D06,Santé,42,90.1
01/05/2020,thiès,Centre-Ouest,D06,Santé,42,90.74
Juin 2020,Thiès ,Centre-Ouest,D06,Santé,42,91.1
2020-07-01,Thiès ,Centre-Ouest,D06,Santé,42,90.93
Août 2020,thiès,Centre-Ouest,D06,Santé,42,90.78
Septembre 2020,THIÈS,Centre-Ouest,D06,Santé,42,90.46
01/10/2020,thiès,Centre-Ouest,D06,Santé,42,90.47
2020-11-01,thiès,Centre-Ouest,D06,Santé,42,90.2
2020-12-01,THIÈS,Centre-Ouest,D06,Santé,42,89.9
Janvier 2021,THIÈS,Centre-Ouest,D06,Santé,42,90.53
01/02/2021,Thiès ,Centre-Ouest,D06,Santé,42,90.64
01/03/2021,thiès,Centre-Ouest,D06,Santé,42,
2021-04-01,thiès,Centre-Ouest,D06,Santé,42,91.31
01/05/2021,Thiès ,Centre-Ouest,D06,Santé,42,91.9
2021-06-01,thiès,Centre-Ouest,D06,Santé,42,92.14
01/07/2021,THIÈS,Centre-Ouest,D06,Santé,42,92.13
Août 2021,THIÈS,Centre-Ouest,D06,Santé,42,92.23
Septembre 2021,thiès,Centre-Ouest,D06,Santé,42,91.89
Octobre 2021,thiès,Centre-Ouest,D06,Santé,42,91.91
01/11/2021,thiès,Centre-Ouest,D06,Santé,42,91.78
Décembre 2021,THIÈS,Centre-Ouest,D06,Santé,42,91.62
2022-01-01,Thiès ,Centre-Ouest,D06,Santé,42,92.94
Février 2022,Thiès ,Centre-Ouest,D06,Santé,42,93.58
Mars 2022,thiès,Centre-Ouest,D06,Santé,42,94.67
2022-04-01,THIÈS,Centre-Ouest,D06,Santé,42,95.64
2022-05-01,Thiès ,Centre-Ouest,D06,Santé,42,96.1
Juin 2022,thiès,Centre-Ouest,D06,Santé,42,97.5
01/07/2022,thiès,Centre-Ouest,D06,Santé,42,97.44
Août 2022,THIÈS,Centre-Ouest,D06,Santé,42,98.25
Septembre 2022,THIÈS,Centre-Ouest,D06,Santé,42,98.85
Octobre 2022,THIÈS,Centre-Ouest,D06,Santé,42,98.94
2022-11-01,THIÈS,Centre-Ouest,D06,Santé,42,99.0
01/12/2022,THIÈS,Centre-Ouest,D06,Santé,42,97.98
2023-01-01,Thiès ,Centre-Ouest,D06,Santé,42,98.2
Février 2023,Thiès ,Centre-Ouest,D06,Santé,42,98.17
Mars 2023,THIÈS,Centre-Ouest,D06,Santé,42,99.12
Avril 2023,Thiès ,Centre-Ouest,D06,Santé,42,99.49
2023-05-01,Thiès ,Centre-Ouest,D06,Santé,42,99.89
Juin 2023,THIÈS,Centre-Ouest,D06,Santé,42,100.44
01/07/2023,Thiès ,Centre-Ouest,D06,Santé,42,100.57
Août 2023,THIÈS,Centre-Ouest,D06,Santé,42,100.94
2023-09-01,Thiès ,Centre-Ouest,D06,Santé,42,
2023-10-01,THIÈS,Centre-Ouest,D06,Santé,42,100.81
01/11/2023,thiès,Centre-Ouest,D06,Santé,42,101.08
01/12/2023,thiès,Centre-Ouest,D06,Santé,42,99.73
Janvier 2024,THIÈS,Centre-Ouest,D06,Santé,42,99.55
2024-02-01,Thiès ,Centre-Ouest,D06,Santé,42,99.35
Mars 2024,THIÈS,Centre-Ouest,D06,Santé,42,100.08
2024-04-01,thiès,Centre-Ouest,D06,Santé,42,100.17
01/05/2024,thiès,Centre-Ouest,D06,Santé,42,100.36
01/06/2024,Thiès ,Centre-Ouest,D06,Santé,42,100.71
01/07/2024,thiès,Centre-Ouest,D06,Santé,42,100.85
2024-08-01,Thiès ,Centre-Ouest,D06,Santé,42,100.84
2024-09-01,thiès,Centre-Ouest,D06,Santé,42,101.16
2024-10-01,Thiès ,Centre-Ouest,D06,Santé,42,101.1
01/11/2024,thiès,Centre-Ouest,D06,Santé,42,
2024-12-01,thiès,Centre-Ouest,D06,Santé,42,100.13
Janvier 2025,Thiès ,Centre-Ouest,D06,Santé,42,99.66
Février 2025,THIÈS,Centre-Ouest,D06,Santé,42,100.13
Mars 2025,THIÈS,Centre-Ouest,D06,Santé,42,100.52
Avril 2025,Thiès ,Centre-Ouest,D06,Santé,42,100.98
01/05/2025,THIÈS,Centre-Ouest,D06,Santé,42,101.91
Juin 2025,Thiès ,Centre-Ouest,D06,Santé,42,102.01
2025-07-01,Thiès ,Centre-Ouest,D06,Santé,42,
01/08/2025,Thiès ,Centre-Ouest,D06,Santé,42,102.14
01/09/2025,Thiès ,Centre-Ouest,D06,Santé,42,102.53
01/10/2025,Thiès ,Centre-Ouest,D06,Santé,42,102.87
Novembre 2025,Thiès ,Centre-Ouest,D06,Santé,42,102.84
01/12/2025,Thiès ,Centre-Ouest,D06,Santé,42,101.93
01/01/2026,Thiès ,Centre-Ouest,D06,Santé,42,99.98
01/02/2026,THIÈS,Centre-Ouest,D06,Santé,42,100.68
01/03/2026,Thiès ,Centre-Ouest,D06,Santé,42,101.37
01/04/2026,Thiès ,Centre-Ouest,D06,Santé,42,101.84
Mai 2026,Thiès ,Centre-Ouest,D06,Santé,42,102.09
01/01/2018,THIÈS,Centre-Ouest,D07,Transport,92,78.3
2018-02-01,Thiès ,Centre-Ouest,D07,Transport,92,78.36
01/03/2018,Thiès ,Centre-Ouest,D07,Transport,92,78.48
01/04/2018,thiès,Centre-Ouest,D07,Transport,92,78.86
2018-05-01,thiès,Centre-Ouest,D07,Transport,92,79.06
2018-06-01,Thiès ,Centre-Ouest,D07,Transport,92,79.17
01/07/2018,THIÈS,Centre-Ouest,D07,Transport,92,79.15
2018-08-01,THIÈS,Centre-Ouest,D07,Transport,92,79.25
01/09/2018,thiès,Centre-Ouest,D07,Transport,92,78.95
2018-10-01,Thiès ,Centre-Ouest,D07,Transport,92,78.71
Novembre 2018,thiès,Centre-Ouest,D07,Transport,92,78.53
01/12/2018,Thiès ,Centre-Ouest,D07,Transport,92,78.57
01/01/2019,thiès,Centre-Ouest,D07,Transport,92,78.9
Février 2019,Thiès ,Centre-Ouest,D07,Transport,92,79.25
01/03/2019,Thiès ,Centre-Ouest,D07,Transport,92,79.16
2019-04-01,THIÈS,Centre-Ouest,D07,Transport,92,79.69
Mai 2019,thiès,Centre-Ouest,D07,Transport,92,80.13
01/06/2019,thiès,Centre-Ouest,D07,Transport,92,80.2
Juillet 2019,thiès,Centre-Ouest,D07,Transport,92,80.24
Août 2019,THIÈS,Centre-Ouest,D07,Transport,92,80.08
01/09/2019,THIÈS,Centre-Ouest,D07,Transport,92,79.96
Octobre 2019,Thiès ,Centre-Ouest,D07,Transport,92,79.67
Novembre 2019,Thiès ,Centre-Ouest,D07,Transport,92,79.36
01/12/2019,Thiès ,Centre-Ouest,D07,Transport,92,79.25
2020-01-01,thiès,Centre-Ouest,D07,Transport,92,80.55
Février 2020,Thiès ,Centre-Ouest,D07,Transport,92,80.79
Mars 2020,thiès,Centre-Ouest,D07,Transport,92,81.27
2020-04-01,thiès,Centre-Ouest,D07,Transport,92,81.75
Mai 2020,thiès,Centre-Ouest,D07,Transport,92,82.51
Juin 2020,THIÈS,Centre-Ouest,D07,Transport,92,82.99
2020-07-01,THIÈS,Centre-Ouest,D07,Transport,92,83.08
Août 2020,Thiès ,Centre-Ouest,D07,Transport,92,83.02
Septembre 2020,Thiès ,Centre-Ouest,D07,Transport,92,82.64
01/10/2020,thiès,Centre-Ouest,D07,Transport,92,82.34
01/11/2020,THIÈS,Centre-Ouest,D07,Transport,92,81.99
2020-12-01,THIÈS,Centre-Ouest,D07,Transport,92,81.7
Janvier 2021,thiès,Centre-Ouest,D07,Transport,92,82.32
2021-02-01,Thiès ,Centre-Ouest,D07,Transport,92,83.05
2021-03-01,thiès,Centre-Ouest,D07,Transport,92,
2021-04-01,THIÈS,Centre-Ouest,D07,Transport,92,83.78
2021-05-01,thiès,Centre-Ouest,D07,Transport,92,84.49
2021-06-01,THIÈS,Centre-Ouest,D07,Transport,92,84.95
Juillet 2021,thiès,Centre-Ouest,D07,Transport,92,84.89
Août 2021,thiès,Centre-Ouest,D07,Transport,92,85.24
2021-09-01,THIÈS,Centre-Ouest,D07,Transport,92,84.98
2021-10-01,thiès,Centre-Ouest,D07,Transport,92,84.68
01/11/2021,thiès,Centre-Ouest,D07,Transport,92,84.81
2021-12-01,Thiès ,Centre-Ouest,D07,Transport,92,84.65
2022-01-01,Thiès ,Centre-Ouest,D07,Transport,92,86.62
Février 2022,Thiès ,Centre-Ouest,D07,Transport,92,88.47
Mars 2022,thiès,Centre-Ouest,D07,Transport,92,89.93
2022-04-01,THIÈS,Centre-Ouest,D07,Transport,92,91.52
01/05/2022,THIÈS,Centre-Ouest,D07,Transport,92,93.44
01/06/2022,THIÈS,Centre-Ouest,D07,Transport,92,94.68
01/07/2022,thiès,Centre-Ouest,D07,Transport,92,95.66
2022-08-01,thiès,Centre-Ouest,D07,Transport,92,96.45
Septembre 2022,thiès,Centre-Ouest,D07,Transport,92,97.36
Octobre 2022,thiès,Centre-Ouest,D07,Transport,92,97.96
Novembre 2022,THIÈS,Centre-Ouest,D07,Transport,92,98.42
Décembre 2022,Thiès ,Centre-Ouest,D07,Transport,92,96.37
Janvier 2023,thiès,Centre-Ouest,D07,Transport,92,96.46
01/02/2023,THIÈS,Centre-Ouest,D07,Transport,92,97.19
Mars 2023,thiès,Centre-Ouest,D07,Transport,92,97.9
2023-04-01,THIÈS,Centre-Ouest,D07,Transport,92,98.84
01/05/2023,Thiès ,Centre-Ouest,D07,Transport,92,100.15
Juin 2023,THIÈS,Centre-Ouest,D07,Transport,92,100.48
2023-07-01,thiès,Centre-Ouest,D07,Transport,92,101.24
Août 2023,THIÈS,Centre-Ouest,D07,Transport,92,101.32
2023-09-01,Thiès ,Centre-Ouest,D07,Transport,92,101.93
2023-10-01,THIÈS,Centre-Ouest,D07,Transport,92,101.95
Novembre 2023,thiès,Centre-Ouest,D07,Transport,92,102.32
01/12/2023,thiès,Centre-Ouest,D07,Transport,92,99.8
Janvier 2024,THIÈS,Centre-Ouest,D07,Transport,92,99.03
2024-02-01,Thiès ,Centre-Ouest,D07,Transport,92,99.48
Mars 2024,thiès,Centre-Ouest,D07,Transport,92,99.79
2024-04-01,Thiès ,Centre-Ouest,D07,Transport,92,100.56
01/05/2024,thiès,Centre-Ouest,D07,Transport,92,100.84
01/06/2024,THIÈS,Centre-Ouest,D07,Transport,92,101.49
Juillet 2024,THIÈS,Centre-Ouest,D07,Transport,92,101.86
01/08/2024,THIÈS,Centre-Ouest,D07,Transport,92,101.94
01/09/2024,thiès,Centre-Ouest,D07,Transport,92,102.4
01/10/2024,thiès,Centre-Ouest,D07,Transport,92,102.34
Novembre 2024,thiès,Centre-Ouest,D07,Transport,92,102.55
01/12/2024,THIÈS,Centre-Ouest,D07,Transport,92,100.36
01/01/2025,thiès,Centre-Ouest,D07,Transport,92,100.26
2025-02-01,thiès,Centre-Ouest,D07,Transport,92,100.84
01/03/2025,THIÈS,Centre-Ouest,D07,Transport,92,101.51
2025-04-01,Thiès ,Centre-Ouest,D07,Transport,92,102.12
2025-05-01,THIÈS,Centre-Ouest,D07,Transport,92,103.26
2025-06-01,Thiès ,Centre-Ouest,D07,Transport,92,103.64
2025-07-01,THIÈS,Centre-Ouest,D07,Transport,92,104.5
